index,unitid,vsa_year,vsa_grad_after4_first,vsa_grad_elsewhere_after4_first,vsa_enroll_after4_first,vsa_enroll_elsewhere_after4_first,vsa_grad_after6_first,vsa_grad_elsewhere_after6_first,vsa_enroll_after6_first,vsa_enroll_elsewhere_after6_first,vsa_grad_after4_transfer,vsa_grad_elsewhere_after4_transfer,vsa_enroll_after4_transfer,vsa_enroll_elsewhere_after4_transfer,vsa_grad_after6_transfer,vsa_grad_elsewhere_after6_transfer,vsa_enroll_after6_transfer,vsa_enroll_elsewhere_after6_transfer,counted_pct
903,153621,,,,,,,,,,,,,,,,,,44.7
904,153630,,,,,,,,,,,,,,,,,,42.3
905,153658,2010,43.7,5,30.5,12.8,68.8,11.6,3.1,5.5,62.3,6.7,8.3,6.7,68,10.1,1.6,4.2,73.1
906,153737,,,,,,,,,,,,,,,,,,44.5
907,153825,,,,,,,,,,,,,,,,,,33
908,153834,,,,,,,,,,,,,,,,,,92.7
909,153861,,,,,,,,,,,,,,,,,,52.1
910,153922,,,,,,,,,,,,,,,,,,49.9
911,153977,,,,,,,,,,,,,,,,,,22.7
912,154004,,,,,,,,,,,,,,,,,,76.3
913,154013,,,,,,,,,,,,,,,,,,98.6
914,154022,,,,,,,,,,,,,,,,,,24.2
915,154059,,,,,,,,,,,,,,,,,,74.9
916,154095,2010,35.3,7,37.2,10.6,66.7,13.3,1.9,4.2,59.4,5.4,9.5,5.5,64.8,6.9,2.4,4.5,63
917,154101,,,,,,,,,,,,,,,,,,90.3
918,154110,,,,,,,,,,,,,,,,,,35.4
919,154129,,,,,,,,,,,,,,,,,,29.3
920,154235,,,,,,,,,,,,,,,,,,61.7
921,154262,,,,,,,,,,,,,,,,,,1.3
922,154350,,,,,,,,,,,,,,,,,,78.1
923,154378,,,,,,,,,,,,,,,,,,73.3
924,154396,,,,,,,,,,,,,,,,,,38.4
925,154493,,,,,,,,,,,,,,,,,,16.8
926,154518,,,,,,,,,,,,,,,,,,65
927,154527,,,,,,,,,,,,,,,,,,93.3
928,154572,,,,,,,,,,,,,,,,,,10.6
929,154590,,,,,,,,,,,,,,,,,,45
930,154642,,,,,,,,,,,,,,,,,,46
931,154688,,,,,,,,,,,,,,,,,,53.5
932,154697,,,,,,,,,,,,,,,,,,19.9
933,154712,,,,,,,,,,,,,,,,,,27.8
934,154721,,,,,,,,,,,,,,,,,,60.4
935,154749,,,,,,,,,,,,,,,,,,55.4
936,154767,,,,,,,,,,,,,,,,,,92.3
937,154776,,,,,,,,,,,,,,,,,,57.9
938,154794,,,,,,,,,,,,,,,,,,100
939,154800,,,,,,,,,,,,,,,,,,39.9
940,154855,,,,,,,,,,,,,,,,,,79.4
941,154907,,,,,,,,,,,,,,,,,,35.3
942,154925,,,,,,,,,,,,,,,,,,77
943,154934,,,,,,,,,,,,,,,,,,65.1
944,154952,,,,,,,,,,,,,,,,,,47.9
945,154998,,,,,,,,,,,,,,,,,,34.8
946,155007,,,,,,,,,,,,,,,,,,14.5
947,155025,2010,20.8,4.2,28,19.8,37.9,11.3,6.7,11.3,43.2,6.7,13.5,10.2,51,11.1,2.7,7.3,62
948,155052,,,,,,,,,,,,,,,,,,27.1
949,155061,,,,,,,,,,,,,,,,,,30.7
950,155070,,,,,,,,,,,,,,,,,,52.1
951,155089,,,,,,,,,,,,,,,,,,36.2
952,155098,,,,,,,,,,,,,,,,,,50.1
953,155104,,,,,,,,,,,,,,,,,,83.1
954,155140,,,,,,,,,,,,,,,,,,71.6
955,155177,,,,,,,,,,,,,,,,,,65
956,155186,,,,,,,,,,,,,,,,,,41.8
957,155195,,,,,,,,,,,,,,,,,,55.7
958,155201,,,,,,,,,,,,,,,,,,60.1
959,155210,,,,,,,,,,,,,,,,,,24.4
960,155283,,,,,,,,,,,,,,,,,,
961,155292,,,,,,,,,,,,,,,,,,30.4
962,155317,2010,32,4,37.7,15,60.7,10.2,4.5,8.7,48.7,8.2,13.9,11,58.2,12.6,2.2,6.9,73.6
963,155335,,,,,,,,,,,,,,,,,,37.4
964,155399,2011,22.7,3.9,44.1,13.1,54.6,10.3,6,7.8,47.5,6,18.9,8.9,58.2,10,4.4,5.7,63.8
965,155414,,,,,,,,,,,,,,,,,,35.1
966,155450,,,,,,,,,,,,,,,,,,62.3
967,155487,,,,,,,,,,,,,,,,,,34.7
968,155496,,,,,,,,,,,,,,,,,,56.5
969,155511,,,,,,,,,,,,,,,,,,100
970,155520,,,,,,,,,,,,,,,,,,45.9
971,155566,,,,,,,,,,,,,,,,,,25.4
972,155593,,,,,,,,,,,,,,,,,,53.2
973,155618,,,,,,,,,,,,,,,,,,
974,155627,,,,,,,,,,,,,,,,,,67.6
975,155681,2011,24.1,3.3,32,13.8,47.2,9.9,5.6,7.8,54,7.4,8.6,6.5,59.7,10.8,1.2,4.5,59.7
976,155715,,,,,,,,,,,,,,,,,,50.3
977,155812,,,,,,,,,,,,,,,,,,42.3
978,155830,,,,,,,,,,,,,,,,,,47.4
979,155858,,,,,,,,,,,,,,,,,,50
980,155900,,,,,,,,,,,,,,,,,,100
981,155937,,,,,,,,,,,,,,,,,,73.5
982,155973,,,,,,,,,,,,,,,,,,62.5
983,156082,2010,17.6,3.3,35.6,16.9,39.1,10.4,7.9,10,37.8,7.1,12.5,9.6,44.3,9.6,3.8,8.8,48.9
984,156107,,,,,,,,,,,,,,,,,,25
985,156125,2011,20.2,4.1,36.7,13.5,42.8,10.1,11.7,10.4,49.5,5.7,12.8,8.7,56.7,10,3.7,6.5,44.9
986,156189,,,,,,,,,,,,,,,,,,80.5
987,156213,,,,,,,,,,,,,,,,,,74.5
988,156231,,,,,,,,,,,,,,,,,,54.8
989,156286,,,,,,,,,,,,,,,,,,74.8
990,156295,,,,,,,,,,,,,,,,,,95.2
991,156338,,,,,,,,,,,,,,,,,,36.4
992,156356,,,,,,,,,,,,,,,,,,62.1
993,156365,,,,,,,,,,,,,,,,,,68.7
994,156392,,,,,,,,,,,,,,,,,,49.6
995,156408,,,,,,,,,,,,,,,,,,98.4
996,156417,,,,,,,,,,,,,,,,,,52
997,156471,,,,,,,,,,,,,,,,,,
998,156541,,,,,,,,,,,,,,,,,,88.7
999,156620,2010,16,3.4,33.9,14.8,37.6,10.3,7.2,9.8,44.4,9.4,12,9.7,52,12.3,3.1,7.9,68.2
1000,156648,,,,,,,,,,,,,,,,,,45.2
1001,156745,,,,,,,,,,,,,,,,,,91.3
1002,156790,,,,,,,,,,,,,,,,,,65.3
1003,156851,,,,,,,,,,,,,,,,,,41.2
1004,156860,,,,,,,,,,,,,,,,,,36.6
1005,156903,,,,,,,,,,,,,,,,,,
1006,156921,,,,,,,,,,,,,,,,,,38.3
1007,157021,,,,,,,,,,,,,,,,,,54.4
1008,157058,2011,4.7,1.1,29.9,22.3,21.4,7.4,8.5,15.9,26,7.8,14.3,15.6,33.8,14.3,1.3,11.7,68.4
1009,157076,,,,,,,,,,,,,,,,,,70.9
1010,157085,2010,32.4,4.4,33.8,18.1,57.4,13.5,5.3,8.8,50.2,10.9,10.4,10.5,57.3,15.8,2.4,5.8,81.5
1011,157100,,,,,,,,,,,,,,,,,,81.9
1012,157216,,,,,,,,,,,,,,,,,,75.5
1013,157270,,,,,,,,,,,,,,,,,,50
1014,157289,2010,21.2,3.2,40.4,15.7,48.4,9,8.2,10.1,38.6,8.5,17.7,11.5,49,11.6,6.1,7.4,69.8
1015,157304,,,,,,,,,,,,,,,,,,53.1
1016,157331,,,,,,,,,,,,,,,,,,56.8
1017,157359,,,,,,,,,,,,,,,,,,27.5
1018,157377,,,,,,,,,,,,,,,,,,57.4
1019,157386,2010,9.9,5.6,32.8,15.4,28,10.6,7.5,13.4,37.3,10.1,15.9,8.1,43.4,12.7,4.6,8.1,71.2
1020,157401,,,,,,,,,,,,,,,,,,63.6
1021,157438,,,,,,,,,,,,,,,,,,32.4
1022,157447,,,,,,,,,,,,,,,,,,67.3
1023,157465,,,,,,,,,,,,,,,,,,25.5
1024,157483,,,,,,,,,,,,,,,,,,44.3
1025,157535,,,,,,,,,,,,,,,,,,73.7
1026,157553,,,,,,,,,,,,,,,,,,51.5
1027,157599,,,,,,,,,,,,,,,,,,100
1028,157632,,,,,,,,,,,,,,,,,,67.6
1029,157696,,,,,,,,,,,,,,,,,,100
1030,157711,,,,,,,,,,,,,,,,,,58.8
1031,157739,,,,,,,,,,,,,,,,,,42.1
1032,157757,,,,,,,,,,,,,,,,,,53.2
1033,157766,,,,,,,,,,,,,,,,,,77.6
1034,157793,,,,,,,,,,,,,,,,,,63.7
1035,157809,,,,,,,,,,,,,,,,,,89.5
1036,157818,,,,,,,,,,,,,,,,,,100
1037,157863,,,,,,,,,,,,,,,,,,73.5
1038,157951,2011,22.9,4.1,37.8,15.3,49,11.1,6.8,8.9,68.3,6.5,14.2,8.2,77.6,8.9,3.8,5.7,77.1
1039,158088,,,,,,,,,,,,,,,,,,54.4
1040,158352,,,,,,,,,,,,,,,,,,41.3
1041,158431,,,,,,,,,,,,,,,,,,65
1042,158440,,,,,,,,,,,,,,,,,,
1043,158477,,,,,,,,,,,,,,,,,,89.2
1044,158662,,,,,,,,,,,,,,,,,,49.3
1045,158723,,,,,,,,,,,,,,,,,,100
1046,158802,,,,,,,,,,,,,,,,,,98.9
1047,158884,,,,,,,,,,,,,,,,,,11.2
1048,159009,2011,7.2,1.5,32.6,16.8,26.7,4.9,8.8,13.8,29.6,4.5,21.2,15.6,41.9,9.5,2.8,11.7,83.1
1049,159197,,,,,,,,,,,,,,,,,,
1050,159382,,,,,,,,,,,,,,,,,,44.8
1051,159391,2010,26.2,2.7,41.5,17.1,58.7,12.7,4.9,9.7,54.7,8.5,12.1,11.8,63.2,15.3,2.8,6.5,84.8
1052,159407,,,,,,,,,,,,,,,,,,61
1053,159416,,,,,,,,,,,,,,,,,,38.7
1054,159443,,,,,,,,,,,,,,,,,,65.8
1055,159568,,,,,,,,,,,,,,,,,,76.9
1056,159647,2010,41.1,8.5,16.4,12.2,45.9,12,3.1,8.4,41.4,12.2,9.7,12.4,43.6,16.3,3.3,4.4,76.3
1057,159656,,,,,,,,,,,,,,,,,,99.8
1058,159717,2010,12.4,2.4,37.6,8.4,34.9,7.5,10,5.9,40.7,7.4,18.2,9.8,51.9,14.4,4.9,4.6,77.1
1059,159939,2008,5.1,1.1,41.8,21.1,22,10,13,18.3,29.2,10.6,18,14.2,35.7,16.6,3.7,10.4,40.6
1060,159966,2010,10,2.3,32,11.8,27.9,8,8.5,7.8,23.2,8.3,13.8,14.6,31.1,13,3.5,11.4,80.2
1061,159993,2009,10.5,3,31.4,13.1,28.7,10.3,8.9,8.4,37.7,4,18.3,12.3,48.4,9.8,5.1,7.1,75.2
1062,160010,,,,,,,,,,,,,,,,,,48.3
1063,160038,2011,15.9,3.8,28.1,15.5,33.4,12.1,5,10.6,29.7,12.4,11.4,14.1,33.8,21.4,5.9,9.7,61.5
1064,160065,,,,,,,,,,,,,,,,,,31.9
1065,160074,,,,,,,,,,,,,,,,,,13.7
1066,160409,,,,,,,,,,,,,,,,,,28.6
1067,160481,,,,,,,,,,,,,,,,,,20.5
1068,160524,,,,,,,,,,,,,,,,,,
1069,160579,,,,,,,,,,,,,,,,,,61.6
1070,160612,2010,10,1.3,37.7,14.6,33.4,7.4,9.7,11.2,35.1,6.6,18.8,11.5,46.6,10.9,6,10,65.9
1071,160621,,,,,,,,,,,,,,,,,,82.7
1072,160630,,,,,,,,,,,,,,,,,,45.1
1073,160649,,,,,,,,,,,,,,,,,,57.7
1074,160658,2010,12.5,1.1,43.9,12.7,39.3,6.7,11.9,8.2,31.1,5.1,22.6,10.8,43.1,9.6,5.8,8.9,98.1
1075,160667,,,,,,,,,,,,,,,,,,45.9
1076,160755,,,,,,,,,,,,,,,,,,100
1077,160904,,,,,,,,,,,,,,,,,,99.8
1078,160913,,,,,,,,,,,,,,,,,,41.7
1079,160940,,,,,,,,,,,,,,,,,,50.1
1080,160959,,,,,,,,,,,,,,,,,,80.8
1081,160977,,,,,,,,,,,,,,,,,,96.9
1082,160995,,,,,,,,,,,,,,,,,,
1083,161004,,,,,,,,,,,,,,,,,,98.3
1084,161022,,,,,,,,,,,,,,,,,,2
1085,161077,,,,,,,,,,,,,,,,,,65.6
1086,161086,,,,,,,,,,,,,,,,,,97.5
1087,161138,,,,,,,,,,,,,,,,,,41.2
1088,161165,,,,,,,,,,,,,,,,,,65.4
1089,161192,,,,,,,,,,,,,,,,,,19.1
1090,161217,,,,,,,,,,,,,,,,,,28.8
1091,161226,,,,,,,,,,,,,,,,,,84
1092,161235,2010,18.7,7.9,22.3,13.7,27.3,16.5,5,5,68.1,0.5,10.1,2.7,69.7,2.7,2.7,2.1,38.3
1093,161244,,,,,,,,,,,,,,,,,,73
1094,161253,,,,,,,,,,,,,,,,,,95.8
1095,161299,,,,,,,,,,,,,,,,,,90.6
1096,161341,2010,8.3,6.6,27.4,15.8,22,14.5,6.2,6.6,72.1,4.2,5.3,1.6,75.3,4.7,1.6,1.6,41.8
1097,161457,,,,,,,,,,,,,,,,,,78.8
1098,161484,,,,,,,,,,,,,,,,,,42.9
1099,161509,,,,,,,,,,,,,,,,,,71.4
1100,161518,,,,,,,,,,,,,,,,,,91
1101,161545,,,,,,,,,,,,,,,,,,46.9
1102,161554,,,,,,,,,,,,,,,,,,45
1103,161563,,,,,,,,,,,,,,,,,,78.9
1104,161572,,,,,,,,,,,,,,,,,,87.2
1105,161581,,,,,,,,,,,,,,,,,,50.7
1106,161688,,,,,,,,,,,,,,,,,,49.1
1107,161767,,,,,,,,,,,,,,,,,,42.3
1108,161776,,,,,,,,,,,,,,,,,,
1109,161864,,,,,,,,,,,,,,,,,,42.7
1110,161873,,,,,,,,,,,,,,,,,,17.4
1111,162007,2010,16.5,0.9,40.1,17.9,38.5,2.2,11.2,10.8,48.8,1,12.7,9.3,54.6,2.1,1.7,10.3,19.3
1112,162061,,,,,,,,,,,,,,,,,,42
1113,162104,,,,,,,,,,,,,,,,,,38.8
1114,162122,,,,,,,,,,,,,,,,,,25.6
1115,162168,,,,,,,,,,,,,,,,,,46.1
1116,162210,,,,,,,,,,,,,,,,,,63.1
1117,162283,,,,,,,,,,,,,,,,,,64.7
1118,162557,,,,,,,,,,,,,,,,,,49.3
1119,162584,2010,23.3,4,32.4,20.2,48.4,14,3.1,11,58.5,3.8,5.8,7.9,61.4,7.6,1.5,6.1,73.9
1120,162609,,,,,,,,,,,,,,,,,,67.9
1121,162654,,,,,,,,,,,,,,,,,,89.9
1122,162681,,,,,,,,,,,,,,,,,,74.9
1123,162690,,,,,,,,,,,,,,,,,,33.1
1124,162706,,,,,,,,,,,,,,,,,,51
1125,162760,,,,,,,,,,,,,,,,,,64.7
1126,162779,,,,,,,,,,,,,,,,,,41
1127,162928,,,,,,,,,,,,,,,,,,82.8
1128,163028,,,,,,,,,,,,,,,,,,
1129,163046,,,,,,,,,,,,,,,,,,96.8
1130,163204,,,,,,,,,,,,,,,,,,1.7
1131,163268,2010,34.6,7.1,31.5,19.3,57.8,16.7,4.3,10.4,55.3,6.7,8.6,13,62.3,11.6,1.7,9,51.8
1132,163286,2010,62.5,3.1,22.8,7.5,81.5,6.8,1.5,4.6,67.6,6.2,5.8,7.6,71.5,9.6,0.9,4.8,64.8
1133,163295,,,,,,,,,,,,,,,,,,87
1134,163338,2009,19.6,3,24.5,22.6,33.5,11.6,4.5,13.3,31,14.3,11.9,19,40.5,23.8,2.4,4.8,79.4
1135,163426,,,,,,,,,,,,,,,,,,31.4
1136,163453,,,,,,,,,,,,,,,,,,75.9
1137,163462,,,,,,,,,,,,,,,,,,89.8
1138,163532,,,,,,,,,,,,,,,,,,39.7
1139,163578,,,,,,,,,,,,,,,,,,39.8
1140,163657,,,,,,,,,,,,,,,,,,26.3
1141,163736,,,,,,,,,,,,,,,,,,
1142,163851,,,,,,,,,,,,,,,,,,57.8
1143,163912,,,,,,,,,,,,,,,,,,87.2
1144,163921,,,,,,,,,,,,,,,,,,30
1145,163976,,,,,,,,,,,,,,,,,,100
1146,164058,,,,,,,,,,,,,,,,,,
1147,164076,2009,46.3,5.1,32.9,9,73.2,11.1,2.4,3.9,65.6,4.2,9.3,5.3,71.3,6.1,2,3.8,61.9
1148,164173,,,,,,,,,,,,,,,,,,70.7
1149,164216,,,,,,,,,,,,,,,,,,91
1150,164270,,,,,,,,,,,,,,,,,,87
1151,164313,,,,,,,,,,,,,,,,,,33
1152,164447,,,,,,,,,,,,,,,,,,66
1153,164465,,,,,,,,,,,,,,,,,,100
1154,164492,,,,,,,,,,,,,,,,,,87.5
1155,164562,,,,,,,,,,,,,,,,,,93.3
1156,164580,,,,,,,,,,,,,,,,,,91.1
1157,164614,,,,,,,,,,,,,,,,,,34.8
1158,164632,,,,,,,,,,,,,,,,,,45.8
1159,164641,,,,,,,,,,,,,,,,,,80
1160,164720,,,,,,,,,,,,,,,,,,65.8
1161,164739,,,,,,,,,,,,,,,,,,96.7
1162,164748,,,,,,,,,,,,,,,,,,56.6
1163,164775,,,,,,,,,,,,,,,,,,35.2
1164,164872,,,,,,,,,,,,,,,,,,37.7
1165,164924,,,,,,,,,,,,,,,,,,94.3
1166,164933,,,,,,,,,,,,,,,,,,73.2
1167,164988,,,,,,,,,,,,,,,,,,91.4
1168,165015,,,,,,,,,,,,,,,,,,95.4
1169,165024,,,,,,,,,,,,,,,,,,65.3
1170,165033,,,,,,,,,,,,,,,,,,50.7
1171,165112,,,,,,,,,,,,,,,,,,32.7
1172,165167,,,,,,,,,,,,,,,,,,37.7
1173,165194,,,,,,,,,,,,,,,,,,32.9
1174,165264,,,,,,,,,,,,,,,,,,5.8
1175,165334,,,,,,,,,,,,,,,,,,83
1176,165529,,,,,,,,,,,,,,,,,,84.8
1177,165574,,,,,,,,,,,,,,,,,,99.3
1178,165644,,,,,,,,,,,,,,,,,,70.5
1179,165662,,,,,,,,,,,,,,,,,,86.8
1180,165671,,,,,,,,,,,,,,,,,,93.3
1181,165699,,,,,,,,,,,,,,,,,,90.1
1182,165802,,,,,,,,,,,,,,,,,,75.1
1183,165820,,,,,,,,,,,,,,,,,,65.8
1184,165866,,,,,,,,,,,,,,,,,,99.2
1185,165884,,,,,,,,,,,,,,,,,,81.2
1186,165936,,,,,,,,,,,,,,,,,,91.4
1187,165981,,,,,,,,,,,,,,,,,,36.7
1188,166018,,,,,,,,,,,,,,,,,,85.4
1189,166027,,,,,,,,,,,,,,,,,,100
1190,166124,,,,,,,,,,,,,,,,,,97
1191,166133,,,,,,,,,,,,,,,,,,49.9
1192,166391,,,,,,,,,,,,,,,,,,86.9
1193,166407,,,,,,,,,,,,,,,,,,100
1194,166452,,,,,,,,,,,,,,,,,,47.8
1195,166513,2010,37,0,33.4,21.8,53.4,0,13,21.3,54.8,0,15.4,17.5,60.8,0,7,17.2,62.4
1196,166601,,,,,,,,,,,,,,,,,,87.8
1197,166629,2010,52,4.1,23.4,12.7,68.4,10.1,1.6,6.8,66.9,5.2,6.7,7.4,71.2,7.8,1.6,4.2,76.4
1198,166638,,,,,,,,,,,,,,,,,,37
1199,166647,,,,,,,,,,,,,,,,,,38.9
1200,166656,,,,,,,,,,,,,,,,,,64.6
1201,166674,,,,,,,,,,,,,,,,,,35.3
1202,166683,,,,,,,,,,,,,,,,,,98.5
1203,166692,,,,,,,,,,,,,,,,,,90.4
1204,166823,,,,,,,,,,,,,,,,,,42.1
1205,166850,,,,,,,,,,,,,,,,,,72
1206,166887,,,,,,,,,,,,,,,,,,41.4
1207,166911,,,,,,,,,,,,,,,,,,84.6
1208,166939,,,,,,,,,,,,,,,,,,84.6
1209,166948,,,,,,,,,,,,,,,,,,79.7
1210,166957,,,,,,,,,,,,,,,,,,39.5
1211,166984,,,,,,,,,,,,,,,,,,61.5
1212,167057,,,,,,,,,,,,,,,,,,77.2
1213,167251,,,,,,,,,,,,,,,,,,78
1214,167260,,,,,,,,,,,,,,,,,,99.1
1215,167288,,,,,,,,,,,,,,,,,,65.6
1216,167312,,,,,,,,,,,,,,,,,,43.1
1217,167321,,,,,,,,,,,,,,,,,,85.8
1218,167358,,,,,,,,,,,,,,,,,,69
1219,167376,,,,,,,,,,,,,,,,,,31.8
1220,167394,,,,,,,,,,,,,,,,,,70.2
1221,167455,,,,,,,,,,,,,,,,,,85.6
1222,167525,,,,,,,,,,,,,,,,,,33
1223,167534,,,,,,,,,,,,,,,,,,43.1
1224,167598,,,,,,,,,,,,,,,,,,80.2
1225,167631,,,,,,,,,,,,,,,,,,24.9
1226,167729,,,,,,,,,,,,,,,,,,55.9
1227,167738,,,,,,,,,,,,,,,,,,
1228,167783,,,,,,,,,,,,,,,,,,85.5
1229,167792,,,,,,,,,,,,,,,,,,96.8
1230,167835,,,,,,,,,,,,,,,,,,84.8
1231,167899,,,,,,,,,,,,,,,,,,49
1232,167905,,,,,,,,,,,,,,,,,,37.1
1233,167987,2010,28.4,4.6,30.6,18.6,45.6,13.4,4.4,9.8,43.5,6.8,13,10,46,11.2,3.4,5.9,72.9
1234,167996,,,,,,,,,,,,,,,,,,96.1
1235,168005,,,,,,,,,,,,,,,,,,78.1
1236,168148,,,,,,,,,,,,,,,,,,100
1237,168218,,,,,,,,,,,,,,,,,,95.3
1238,168227,,,,,,,,,,,,,,,,,,77.1
1239,168254,,,,,,,,,,,,,,,,,,85.2
1240,168263,,,,,,,,,,,,,,,,,,74.7
1241,168281,,,,,,,,,,,,,,,,,,96.1
1242,168290,,,,,,,,,,,,,,,,,,80
1243,168342,,,,,,,,,,,,,,,,,,90.5
1244,168421,,,,,,,,,,,,,,,,,,93.7
1245,168430,,,,,,,,,,,,,,,,,,54.2
1246,168528,,,,,,,,,,,,,,,,,,88
1247,168546,,,,,,,,,,,,,,,,,,93.3
1248,168591,,,,,,,,,,,,,,,,,,94
1249,168607,,,,,,,,,,,,,,,,,,51.2
1250,168740,,,,,,,,,,,,,,,,,,98.8
1251,168786,,,,,,,,,,,,,,,,,,74.4
1252,168838,,,,,,,,,,,,,,,,,,21.4
1253,168847,,,,,,,,,,,,,,,,,,54
1254,168883,,,,,,,,,,,,,,,,,,51.8
1255,169080,,,,,,,,,,,,,,,,,,87.7
1256,169248,,,,,,,,,,,,,,,,,,73.7
1257,169275,,,,,,,,,,,,,,,,,,18
1258,169327,,,,,,,,,,,,,,,,,,29.1
1259,169363,,,,,,,,,,,,,,,,,,53.1
1260,169442,,,,,,,,,,,,,,,,,,59.1
1261,169479,,,,,,,,,,,,,,,,,,26.6
1262,169521,,,,,,,,,,,,,,,,,,36.4
1263,169716,,,,,,,,,,,,,,,,,,54.2
1264,169798,,,,,,,,,,,,,,,,,,50.9
1265,169910,,,,,,,,,,,,,,,,,,98
1266,169974,,,,,,,,,,,,,,,,,,52.3
1267,169983,,,,,,,,,,,,,,,,,,91.4
1268,169992,,,,,,,,,,,,,,,,,,57.8
1269,170000,,,,,,,,,,,,,,,,,,97.6
1270,170037,,,,,,,,,,,,,,,,,,95.9
1271,170055,,,,,,,,,,,,,,,,,,41.7
1272,170082,2009,26.3,0,39.9,15.4,61.1,0,3.7,8.3,46.3,0,12.7,10.4,56.9,0,3.2,6.9,67.8
1273,170091,,,,,,,,,,,,,,,,,,46.2
1274,170240,,,,,,,,,,,,,,,,,,40
1275,170301,,,,,,,,,,,,,,,,,,93.5
1276,170417,,,,,,,,,,,,,,,,,,65.7
1277,170444,,,,,,,,,,,,,,,,,,48.5
1278,170532,,,,,,,,,,,,,,,,,,91.7
1279,170541,,,,,,,,,,,,,,,,,,18.1
1280,170550,,,,,,,,,,,,,,,,,,36.5
1281,170587,,,,,,,,,,,,,,,,,,40.2
1282,170620,,,,,,,,,,,,,,,,,,47.5
1283,170639,,,,,,,,,,,,,,,,,,63.2
1284,170657,,,,,,,,,,,,,,,,,,23.7
1285,170675,,,,,,,,,,,,,,,,,,45.5
1286,170790,,,,,,,,,,,,,,,,,,19.9
1287,170806,,,,,,,,,,,,,,,,,,21.9
1288,170842,,,,,,,,,,,,,,,,,,50.4
1289,170967,,,,,,,,,,,,,,,,,,36.6
1290,170976,,,,,,,,,,,,,,,,,,87.1
1291,171100,2010,47.7,1.8,34,9.7,76,6.5,2.9,5.1,76.1,4.1,8.2,4.1,80.8,6.1,0.9,2.9,84.1
1292,171128,2010,27,2,46.1,14.4,64.9,7.4,3.9,9.1,66.7,3.6,10.9,6.8,73.4,6.8,3.6,4.2,84.1
1293,171137,,,,,,,,,,,,,,,,,,54.6
1294,171146,,,,,,,,,,,,,,,,,,43.1
1295,171155,,,,,,,,,,,,,,,,,,24.8
1296,171225,,,,,,,,,,,,,,,,,,30.9
1297,171234,,,,,,,,,,,,,,,,,,17.3
1298,171298,,,,,,,,,,,,,,,,,,59.4
1299,171304,,,,,,,,,,,,,,,,,,37
1300,171395,,,,,,,,,,,,,,,,,,37.8
1301,171456,,,,,,,,,,,,,,,,,,74.9
1302,171483,,,,,,,,,,,,,,,,,,62
1303,171492,,,,,,,,,,,,,,,,,,43.7
1304,171535,,,,,,,,,,,,,,,,,,27.7
1305,171571,2010,13,5.4,40.9,25.1,41.4,14,9.4,14.5,47.7,6.5,20.4,10.9,60.3,10.3,5.5,5.8,60.2
1306,171599,,,,,,,,,,,,,,,,,,77.7
1307,171881,,,,,,,,,,,,,,,,,,53.2
1308,172033,,,,,,,,,,,,,,,,,,50
1309,172051,,,,,,,,,,,,,,,,,,61.1
1310,172200,,,,,,,,,,,,,,,,,,20.5
1311,172264,,,,,,,,,,,,,,,,,,96.6
1312,172291,,,,,,,,,,,,,,,,,,56.1
1313,172307,,,,,,,,,,,,,,,,,,55.5
1314,172334,,,,,,,,,,,,,,,,,,46.2
1315,172440,,,,,,,,,,,,,,,,,,44.4
1316,172617,,,,,,,,,,,,,,,,,,31.5
1317,172635,,,,,,,,,,,,,,,,,,10.1
1318,172644,2010,9.5,1.2,41.5,21.6,30.1,5.9,14.1,16.9,33,5.6,24.2,13,43.6,10.3,7.4,10.8,49.7
1319,172671,,,,,,,,,,,,,,,,,,33
1320,172699,2010,19.2,3.8,41.2,19,49.9,11.8,5,11,53.5,5.2,14.3,9,61.7,8.6,3.6,6.4,66.3
1321,172866,,,,,,,,,,,,,,,,,,38.1
1322,172918,,,,,,,,,,,,,,,,,,38.9
1323,172954,,,,,,,,,,,,,,,,,,19.8
1324,172963,,,,,,,,,,,,,,,,,,29.8
1325,173045,,,,,,,,,,,,,,,,,,57.2
1326,173063,,,,,,,,,,,,,,,,,,33.1
1327,173115,,,,,,,,,,,,,,,,,,21.1
1328,173124,2010,26.7,6.5,30.7,13.1,51.1,14.3,4.6,5.3,56.8,7.9,7.9,5,63,10.9,1.3,4.6,66.1
1329,173142,,,,,,,,,,,,,,,,,,80.6
1330,173160,,,,,,,,,,,,,,,,,,52.7
1331,173203,,,,,,,,,,,,,,,,,,36
1332,173258,,,,,,,,,,,,,,,,,,97.9
1333,173300,,,,,,,,,,,,,,,,,,100
1334,173328,,,,,,,,,,,,,,,,,,44.1
1335,173416,,,,,,,,,,,,,,,,,,26.7
1336,173452,,,,,,,,,,,,,,,,,,81.4
1337,173461,,,,,,,,,,,,,,,,,,26
1338,173489,,,,,,,,,,,,,,,,,,77.9
1339,173559,,,,,,,,,,,,,,,,,,30.1
1340,173629,,,,,,,,,,,,,,,,,,16.3
1341,173638,,,,,,,,,,,,,,,,,,30.5
1342,173647,,,,,,,,,,,,,,,,,,94.1
1343,173665,,,,,,,,,,,,,,,,,,74.7
1344,173708,,,,,,,,,,,,,,,,,,18.5
1345,173735,,,,,,,,,,,,,,,,,,38.7
1346,173799,,,,,,,,,,,,,,,,,,25.3
1347,173805,,,,,,,,,,,,,,,,,,52.2
1348,173887,,,,,,,,,,,,,,,,,,66.1
